,Regiao_Geografica,Unidade_da_Federacao,Municipio,Codigo_do_Municipio,Matriculas_Total,Matriculas_Fem_Total,MF_Nao_Declarada,MF_Branca,MF_Preta,MF_Parda,MF_Amarela,MF_Indigena,Matriculas_Masc_Total,MM_Nao_Declarada,MM_Branca,MM_Preta,MM_Parda,MM_Amarela,MM_Indigena
1653,Nordeste ,Pernambuco ,Surubim ,2614501,13931,6840,2497,2285,58,1985,11,4,7091,2582,2256,65,2176,9,3
1654,Nordeste ,Pernambuco ,Tabira ,2614600,6386,3209,1238,886,17,1044,23,1,3177,1203,851,20,1086,13,4
1655,Nordeste ,Pernambuco ,Tacaimbó ,2614709,2965,1386,547,298,4,535,2,0,1579,585,304,23,665,1,1
1656,Nordeste ,Pernambuco ,Tacaratu ,2614808,6513,3275,277,373,26,1684,4,911,3238,250,431,32,1624,3,898
1657,Nordeste ,Pernambuco ,Tamandaré ,2614857,6577,3205,2378,149,25,648,2,3,3372,2518,171,34,641,7,1
1658,Nordeste ,Pernambuco ,Taquaritinga do Norte ,2615003,5752,2789,681,1269,15,818,3,3,2963,744,1298,14,906,1,0
1659,Nordeste ,Pernambuco ,Terezinha ,2615102,1705,770,424,87,7,250,2,0,935,534,92,8,299,2,0
1660,Nordeste ,Pernambuco ,Terra Nova ,2615201,2027,947,99,81,8,757,1,1,1080,105,114,14,844,2,1
1661,Nordeste ,Pernambuco ,Timbaúba ,2615300,12625,6263,1888,1334,191,2833,12,5,6362,1914,1342,248,2846,7,5
1662,Nordeste ,Pernambuco ,Toritama ,2615409,11142,5476,965,1340,59,3101,6,5,5666,977,1278,68,3336,1,6
1663,Nordeste ,Pernambuco ,Tracunhaém ,2615508,3073,1457,952,134,22,348,0,1,1616,1068,131,37,379,0,1
1664,Nordeste ,Pernambuco ,Trindade ,2615607,8106,3955,550,404,55,2932,13,1,4151,559,385,56,3143,7,1
1665,Nordeste ,Pernambuco ,Triunfo ,2615706,3568,1824,1172,184,14,449,4,1,1744,1189,123,10,418,3,1
1666,Nordeste ,Pernambuco ,Tupanatinga ,2615805,5286,2690,82,258,24,2287,10,29,2596,76,239,29,2214,6,32
1667,Nordeste ,Pernambuco ,Tuparetama ,2615904,2129,1029,307,194,6,520,2,0,1100,380,201,10,508,1,0
1668,Nordeste ,Pernambuco ,Venturosa ,2616001,4016,1992,407,575,13,993,1,3,2024,412,609,22,977,1,3
1669,Nordeste ,Pernambuco ,Verdejante ,2616100,2179,1042,520,55,10,456,0,1,1137,549,31,9,544,2,2
1670,Nordeste ,Pernambuco ,Vertente do Lério ,2616183,1805,870,553,140,4,167,6,0,935,554,172,6,201,2,0
1671,Nordeste ,Pernambuco ,Vertentes ,2616209,3978,1961,64,1066,50,772,8,1,2017,73,1054,63,826,0,1
1672,Nordeste ,Pernambuco ,Vicência ,2616308,6031,2928,1731,405,23,768,0,1,3103,1849,385,22,843,4,0
1673,Nordeste ,Pernambuco ,Vitória de Santo Antão ,2616407,33125,16678,9317,2522,302,4494,29,14,16447,9313,2444,319,4332,24,15
1674,Nordeste ,Pernambuco ,Xexéu ,2616506,3967,1997,771,157,16,1050,2,1,1970,773,151,8,1035,3,0
1675,Nordeste ,Alagoas ,  , ,884262,445620,141919,53530,8112,238429,1098,2532,438642,139169,50740,8744,236373,1054,2562
1676,Nordeste ,Alagoas ,Água Branca ,2700102,6347,3187,1660,77,17,1428,0,5,3160,1609,64,12,1469,2,4
1677,Nordeste ,Alagoas ,Anadia ,2700201,3998,2014,1374,161,21,458,0,0,1984,1339,135,17,491,0,2
1678,Nordeste ,Alagoas ,Arapiraca ,2700300,57409,28754,8174,4916,347,15259,39,19,28655,8302,4730,385,15168,42,28
1679,Nordeste ,Alagoas ,Atalaia ,2700409,12742,6582,1835,583,134,3961,67,2,6160,1734,555,129,3678,63,1
1680,Nordeste ,Alagoas ,Barra de Santo Antônio ,2700508,4880,2452,921,200,30,1299,1,1,2428,888,165,40,1333,2,0
1681,Nordeste ,Alagoas ,Barra de São Miguel ,2700607,2648,1283,270,200,31,777,3,2,1365,316,223,34,785,4,3
1682,Nordeste ,Alagoas ,Batalha ,2700706,6946,3452,331,1042,72,1997,9,1,3494,323,1003,77,2081,9,1
1683,Nordeste ,Alagoas ,Belém ,2700805,2224,1141,332,104,41,663,1,0,1083,326,84,58,612,2,1
1684,Nordeste ,Alagoas ,Belo Monte ,2700904,2271,1183,874,63,6,237,2,1,1088,753,66,6,263,0,0
1685,Nordeste ,Alagoas ,Boca da Mata ,2701001,8918,4830,226,658,133,3806,7,0,4088,162,658,84,3180,4,0
1686,Nordeste ,Alagoas ,Branquinha ,2701100,3652,1834,759,232,46,793,1,3,1818,739,244,44,783,6,2
1687,Nordeste ,Alagoas ,Cacimbinhas ,2701209,4743,2507,193,347,90,1873,2,2,2236,165,285,94,1688,1,3
1688,Nordeste ,Alagoas ,Cajueiro ,2701308,5273,2677,2159,161,11,342,3,1,2596,2070,124,17,382,2,1
1689,Nordeste ,Alagoas ,Campestre ,2701357,1981,1031,124,138,24,731,14,0,950,119,116,26,681,8,0
1690,Nordeste ,Alagoas ,Campo Alegre ,2701407,12657,6935,456,797,247,5397,30,8,5722,397,635,180,4498,9,3
1691,Nordeste ,Alagoas ,Campo Grande ,2701506,3992,1925,831,149,9,935,0,1,2067,964,117,11,974,1,0
1692,Nordeste ,Alagoas ,Canapi ,2701605,7487,3692,264,553,35,2831,7,2,3795,248,554,58,2929,4,2
1693,Nordeste ,Alagoas ,Capela ,2701704,4352,2174,579,252,37,1305,1,0,2178,572,213,23,1367,3,0
1694,Nordeste ,Alagoas ,Carneiros ,2701803,3030,1492,126,178,24,1161,3,0,1538,100,190,23,1224,1,0
1695,Nordeste ,Alagoas ,Chã Preta ,2701902,1903,895,619,77,9,165,25,0,1008,742,75,4,151,36,0
1696,Nordeste ,Alagoas ,Coité do Nóia ,2702009,2941,1434,49,470,13,899,2,1,1507,45,425,23,1013,1,0
1697,Nordeste ,Alagoas ,Colônia Leopoldina ,2702108,5655,2915,358,552,39,1952,12,2,2740,325,439,31,1933,11,1
1698,Nordeste ,Alagoas ,Coqueiro Seco ,2702207,1552,791,246,64,6,475,0,0,761,220,48,9,483,1,0
1699,Nordeste ,Alagoas ,Coruripe ,2702306,17272,8685,799,958,158,6761,3,6,8587,669,935,182,6796,3,2
1700,Nordeste ,Alagoas ,Craíbas ,2702355,8745,4272,560,358,18,3331,4,1,4473,504,359,24,3586,0,0
1701,Nordeste ,Alagoas ,Delmiro Gouveia ,2702405,12803,6278,3934,415,43,1860,5,21,6525,4079,418,55,1942,5,26
1702,Nordeste ,Alagoas ,Dois Riachos ,2702504,4336,2112,174,286,62,1582,4,4,2224,185,255,61,1714,8,1
1703,Nordeste ,Alagoas ,Estrela de Alagoas ,2702553,4152,2025,27,269,23,1706,0,0,2127,29,286,31,1779,1,1
1704,Nordeste ,Alagoas ,Feira Grande ,2702603,6663,3294,228,396,17,2622,1,30,3369,222,442,25,2636,1,43
1705,Nordeste ,Alagoas ,Feliz Deserto ,2702702,1233,566,71,39,16,439,1,0,667,115,36,15,501,0,0
1706,Nordeste ,Alagoas ,Flexeiras ,2702801,2748,1390,160,131,35,1061,2,1,1358,137,117,44,1059,1,0
1707,Nordeste ,Alagoas ,Girau do Ponciano ,2702900,22058,10495,4681,576,100,5128,6,4,11563,4892,753,201,5698,15,4
1708,Nordeste ,Alagoas ,Ibateguara ,2703007,4244,2126,767,302,32,1011,11,3,2118,781,276,53,985,22,1
1709,Nordeste ,Alagoas ,Igaci ,2703106,5663,2730,1893,224,8,598,1,6,2933,2049,229,15,634,1,5
1710,Nordeste ,Alagoas ,Igreja Nova ,2703205,7154,3500,182,318,95,2890,11,4,3654,193,324,123,3005,8,1
1711,Nordeste ,Alagoas ,Inhapi ,2703304,6377,3301,160,360,74,2599,3,105,3076,141,352,66,2409,7,101
1712,Nordeste ,Alagoas ,Jacaré dos Homens ,2703403,2359,1065,806,37,7,215,0,0,1294,987,32,11,262,2,0
1713,Nordeste ,Alagoas ,Jacuípe ,2703502,2596,1278,662,83,12,521,0,0,1318,727,62,13,514,0,2
1714,Nordeste ,Alagoas ,Japaratinga ,2703601,2620,1313,112,140,16,1044,1,0,1307,122,150,13,1021,0,1
1715,Nordeste ,Alagoas ,Jaramataia ,2703700,1559,794,471,65,8,249,1,0,765,469,55,7,233,0,1
1716,Nordeste ,Alagoas ,Jequiá da Praia ,2703759,2453,1223,682,78,17,443,3,0,1230,679,90,21,440,0,0
1717,Nordeste ,Alagoas ,Joaquim Gomes ,2703809,5366,2622,749,266,50,1248,2,307,2744,825,271,56,1291,2,299
1718,Nordeste ,Alagoas ,Jundiá ,2703908,1960,1045,578,57,8,400,2,0,915,497,48,10,354,3,3
1719,Nordeste ,Alagoas ,Junqueiro ,2704005,6809,3388,524,707,72,2072,9,4,3421,540,669,61,2138,7,6
1720,Nordeste ,Alagoas ,Lagoa da Canoa ,2704104,8539,4337,1583,492,80,2177,3,2,4202,1528,405,120,2142,4,3
1721,Nordeste ,Alagoas ,Limoeiro de Anadia ,2704203,8291,4156,2297,362,46,1445,5,1,4135,2281,362,52,1427,7,6
1722,Nordeste ,Alagoas ,Maceió ,2704302,194864,98886,48752,12296,1814,35750,212,62,95978,47686,11602,1908,34511,206,65
1723,Nordeste ,Alagoas ,Major Isidoro ,2704401,6198,3142,295,487,40,2319,0,1,3056,305,414,61,2273,3,0
1724,Nordeste ,Alagoas ,Mar Vermelho ,2704906,932,459,196,69,11,182,1,0,473,186,71,8,208,0,0
1725,Nordeste ,Alagoas ,Maragogi ,2704500,9015,4454,1154,304,60,2924,10,2,4561,1123,287,76,3062,11,2
1726,Nordeste ,Alagoas ,Maravilha ,2704609,5454,2657,892,333,48,1380,2,2,2797,909,349,62,1476,1,0
1727,Nordeste ,Alagoas ,Marechal Deodoro ,2704708,14475,7262,3798,547,190,2708,13,6,7213,3807,519,212,2659,10,6
1728,Nordeste ,Alagoas ,Maribondo ,2704807,3290,1618,309,322,53,924,9,1,1672,347,305,57,960,3,0
1729,Nordeste ,Alagoas ,Mata Grande ,2705002,8356,4065,381,228,34,3415,5,2,4291,414,257,49,3564,2,5
1730,Nordeste ,Alagoas ,Matriz de Camaragibe ,2705101,6959,3563,281,249,113,2906,9,5,3396,226,251,109,2799,8,3
1731,Nordeste ,Alagoas ,Messias ,2705200,4963,2532,329,302,53,1819,28,1,2431,311,358,43,1701,17,1
1732,Nordeste ,Alagoas ,Minador do Negrão ,2705309,1747,858,209,124,12,507,6,0,889,197,135,4,543,10,0
1733,Nordeste ,Alagoas ,Monteirópolis ,2705408,2451,1268,254,132,30,851,1,0,1183,227,101,36,817,1,1
1734,Nordeste ,Alagoas ,Murici ,2705507,9947,5757,844,623,182,4095,5,8,4190,463,451,176,3090,9,1
1735,Nordeste ,Alagoas ,Novo Lino ,2705606,4555,2358,1004,114,18,1199,5,18,2197,891,107,19,1153,5,22
1736,Nordeste ,Alagoas ,Olho d'Água das Flores ,2705705,6710,3417,822,297,65,2230,3,0,3293,641,292,89,2264,6,1
1737,Nordeste ,Alagoas ,Olho d'Água do Casado ,2705804,2468,1198,255,101,26,800,12,4,1270,249,107,20,889,4,1
1738,Nordeste ,Alagoas ,Olho d'Água Grande ,2705903,2714,1314,451,59,14,779,10,1,1400,546,55,19,776,4,0
1739,Nordeste ,Alagoas ,Olivença ,2706000,3818,1910,296,275,49,1287,3,0,1908,259,242,43,1360,3,1
1740,Nordeste ,Alagoas ,Ouro Branco ,2706109,4234,2156,317,513,36,1287,2,1,2078,272,446,43,1315,0,2
1741,Nordeste ,Alagoas ,Palestina ,2706208,1472,733,197,53,47,436,0,0,739,173,66,48,452,0,0
1742,Nordeste ,Alagoas ,Palmeira dos Índios ,2706307,21862,11173,2033,2156,234,6324,49,377,10689,1922,1927,233,6099,61,447
1743,Nordeste ,Alagoas ,Pão de Açúcar ,2706406,6956,3478,588,310,85,2461,30,4,3478,493,314,90,2551,29,1
1744,Nordeste ,Alagoas ,Pariconha ,2706422,3072,1529,13,47,9,656,0,804,1543,7,56,10,684,0,786
1745,Nordeste ,Alagoas ,Paripueira ,2706448,4205,2052,205,356,74,1412,1,4,2153,235,353,93,1467,4,1
1746,Nordeste ,Alagoas ,Passo de Camaragibe ,2706505,3868,1913,881,62,22,946,1,1,1955,860,55,17,1020,1,2
1747,Nordeste ,Alagoas ,Paulo Jacinto ,2706604,1731,863,60,174,9,619,0,1,868,63,167,5,633,0,0
1748,Nordeste ,Alagoas ,Penedo ,2706703,15274,7724,2128,755,157,4603,74,7,7550,1921,736,198,4614,72,9
1749,Nordeste ,Alagoas ,Piaçabuçu ,2706802,4693,2322,482,208,61,1565,5,1,2371,521,181,56,1608,3,2
1750,Nordeste ,Alagoas ,Pilar ,2706901,11262,5821,3809,444,69,1488,8,3,5441,3436,446,81,1460,7,11
1751,Nordeste ,Alagoas ,Pindoba ,2707008,669,328,43,100,6,179,0,0,341,44,105,18,173,1,0
1752,Nordeste ,Alagoas ,Piranhas ,2707107,7170,3598,1234,330,55,1961,16,2,3572,1152,327,55,2025,11,2
1753,Nordeste ,Alagoas ,Poço das Trincheiras ,2707206,4562,2263,538,264,51,1406,4,0,2299,530,245,76,1443,4,1
1754,Nordeste ,Alagoas ,Porto Calvo ,2707305,8347,4186,1523,135,29,2493,5,1,4161,1421,164,51,2520,3,2
1755,Nordeste ,Alagoas ,Porto de Pedras ,2707404,3373,1655,147,100,13,1393,2,0,1718,144,89,13,1472,0,0
1756,Nordeste ,Alagoas ,Porto Real do Colégio ,2707503,4877,2400,888,210,18,805,32,447,2477,876,225,27,870,43,436
1757,Nordeste ,Alagoas ,Quebrangulo ,2707602,3718,1871,24,421,16,1408,1,1,1847,29,415,24,1376,1,2
1758,Nordeste ,Alagoas ,Rio Largo ,2707701,26406,13077,4360,1715,340,6620,33,9,13329,4529,1672,379,6721,25,3
1759,Nordeste ,Alagoas ,Roteiro ,2707800,2035,980,47,186,72,674,1,0,1055,38,151,76,789,1,0
1760,Nordeste ,Alagoas ,Santa Luzia do Norte ,2707909,1967,1003,456,141,30,374,0,2,964,453,133,31,342,2,3
1761,Nordeste ,Alagoas ,Santana do Ipanema ,2708006,12678,6283,924,1264,135,3944,14,2,6395,1033,1175,121,4050,13,3
1762,Nordeste ,Alagoas ,Santana do Mundaú ,2708105,4018,2071,340,314,38,1376,3,0,1947,339,240,50,1317,1,0
1763,Nordeste ,Alagoas ,São Brás ,2708204,1704,867,134,54,8,658,8,5,837,199,43,7,576,6,6
1764,Nordeste ,Alagoas ,São José da Laje ,2708303,5735,2767,378,466,40,1874,8,1,2968,370,482,36,2070,9,1
1765,Nordeste ,Alagoas ,São José da Tapera ,2708402,9411,4628,304,386,77,3845,14,2,4783,261,374,82,4054,12,0
1766,Nordeste ,Alagoas ,São Luís do Quitunde ,2708501,8951,4553,2496,188,32,1817,16,4,4398,2424,207,34,1720,12,1
1767,Nordeste ,Alagoas ,São Miguel dos Campos ,2708600,15130,7708,1053,1296,217,5113,27,2,7422,993,1287,226,4881,32,3
1768,Nordeste ,Alagoas ,São Miguel dos Milagres ,2708709,3045,1589,738,170,32,646,3,0,1456,698,128,27,601,2,0
1769,Nordeste ,Alagoas ,São Sebastião ,2708808,10933,5703,2769,924,47,1796,7,160,5230,2397,864,46,1781,3,139
1770,Nordeste ,Alagoas ,Satuba ,2708907,5228,2722,1048,267,89,1311,7,0,2506,918,263,98,1219,6,2
1771,Nordeste ,Alagoas ,Senador Rui Palmeira ,2708956,4097,2072,215,269,46,1535,5,2,2025,162,257,51,1548,7,0
1772,Nordeste ,Alagoas ,Tanque d'Arca ,2709004,2153,1080,818,67,12,182,0,1,1073,847,54,8,162,0,2
1773,Nordeste ,Alagoas ,Taquarana ,2709103,7137,3522,608,466,51,2388,8,1,3615,578,412,52,2570,2,1
1774,Nordeste ,Alagoas ,Teotônio Vilela ,2709152,18258,9397,1364,919,229,6852,30,3,8861,1481,846,233,6271,28,2
1775,Nordeste ,Alagoas ,Traipu ,2709202,7587,3658,620,369,108,2527,18,16,3929,655,346,145,2754,9,20
1776,Nordeste ,Alagoas ,União dos Palmares ,2709301,16907,8458,1147,1222,226,5838,20,5,8449,1192,1125,215,5886,27,4
1777,Nordeste ,Alagoas ,Viçosa ,2709400,7020,3524,1608,454,61,1396,5,0,3496,1607,387,54,1442,5,1
1778,Nordeste ,Sergipe ,  , ,537182,265343,80591,29899,7875,145677,1007,294,271839,81715,29578,8576,150661,998,311
1779,Nordeste ,Sergipe ,Amparo do São Francisco ,2800100,661,311,13,58,44,195,1,0,350,13,59,50,228,0,0
1780,Nordeste ,Sergipe ,Aquidabã ,2800209,6877,3556,586,317,96,2547,8,2,3321,551,315,75,2365,13,2
1781,Nordeste ,Sergipe ,Aracaju ,2800308,128278,64201,27505,7348,2542,26482,272,52,64077,27262,7317,2738,26418,263,79
1782,Nordeste ,Sergipe ,Arauá ,2800407,2787,1400,382,53,14,934,17,0,1387,381,30,23,947,5,1
1783,Nordeste ,Sergipe ,Areia Branca ,2800506,4835,2358,878,224,73,1173,9,1,2477,958,188,85,1240,5,1
1784,Nordeste ,Sergipe ,Barra dos Coqueiros ,2800605,7518,3644,1549,306,95,1680,14,0,3874,1677,315,140,1729,11,2
1785,Nordeste ,Sergipe ,Boquim ,2800670,5926,2863,128,345,31,2356,3,0,3063,116,354,60,2530,3,0
1786,Nordeste ,Sergipe ,Brejo Grande ,2800704,2511,1214,98,82,26,1006,2,0,1297,120,69,30,1075,3,0
1787,Nordeste ,Sergipe ,Campo do Brito ,2801009,4459,2182,150,420,51,1557,3,1,2277,128,500,52,1593,4,0
1788,Nordeste ,Sergipe ,Canhoba ,2801108,1040,496,149,90,21,236,0,0,544,160,83,28,272,1,0
1789,Nordeste ,Sergipe ,Canindé de São Francisco ,2801207,8630,4208,1129,633,71,2366,5,4,4422,1162,640,84,2525,8,3
1790,Nordeste ,Sergipe ,Capela ,2801306,9157,4589,1007,354,158,3053,11,6,4568,973,275,140,3161,13,6
1791,Nordeste ,Sergipe ,Carira ,2801405,5082,2492,326,436,31,1692,5,2,2590,306,497,34,1748,3,2
1792,Nordeste ,Sergipe ,Carmópolis ,2801504,4762,2371,924,164,77,1197,7,2,2391,925,184,92,1181,6,3
1793,Nordeste ,Sergipe ,Cedro de São João ,2801603,1315,635,186,153,13,276,6,1,680,152,176,22,324,6,0
1794,Nordeste ,Sergipe ,Cristinápolis ,2801702,5400,2601,712,182,63,1633,9,2,2799,841,147,84,1719,6,2
1795,Nordeste ,Sergipe ,Cumbe ,2801900,860,419,13,56,11,339,0,0,441,14,58,4,365,0,0
1796,Nordeste ,Sergipe ,Divina Pastora ,2802007,1459,683,244,35,22,373,5,4,776,281,47,23,420,5,0
1797,Nordeste ,Sergipe ,Estância ,2802106,17702,8550,1726,736,332,5679,69,8,9152,1752,694,387,6235,71,13
1798,Nordeste ,Sergipe ,Feira Nova ,2802205,1232,608,199,32,2,375,0,0,624,214,30,6,374,0,0
1799,Nordeste ,Sergipe ,Frei Paulo ,2802304,3535,1705,193,180,26,1304,2,0,1830,205,172,19,1429,3,2
1800,Nordeste ,Sergipe ,Gararu ,2802403,2403,1155,511,95,23,525,0,1,1248,567,106,27,547,0,1
1801,Nordeste ,Sergipe ,General Maynard ,2802502,688,328,166,14,5,142,1,0,360,186,18,6,149,1,0
1802,Nordeste ,Sergipe ,Gracho Cardoso ,2802601,1291,653,295,85,1,272,0,0,638,256,59,4,319,0,0
1803,Nordeste ,Sergipe ,Ilha das Flores ,2802700,3261,1599,125,85,42,1336,11,0,1662,167,97,25,1363,10,0
1804,Nordeste ,Sergipe ,Indiaroba ,2802809,5066,2523,200,145,125,2033,16,4,2543,144,141,176,2063,16,3
1805,Nordeste ,Sergipe ,Itabaiana ,2802908,24080,11884,1960,2759,317,6835,8,5,12196,1985,2724,347,7115,22,3
1806,Nordeste ,Sergipe ,Itabaianinha ,2803005,10813,5312,538,675,142,3941,6,10,5501,537,679,169,4093,12,11
1807,Nordeste ,Sergipe ,Itabi ,2803104,1136,520,108,33,4,374,1,0,616,104,57,5,450,0,0
1808,Nordeste ,Sergipe ,Itaporanga d'Ajuda ,2803203,9057,4345,420,289,143,3486,3,4,4712,408,292,152,3847,11,2
1809,Nordeste ,Sergipe ,Japaratuba ,2803302,4269,2111,564,133,33,1374,6,1,2158,588,140,41,1380,9,0
1810,Nordeste ,Sergipe ,Japoatã ,2803401,4358,2171,301,178,77,1591,17,7,2187,261,174,56,1682,13,1
1811,Nordeste ,Sergipe ,Lagarto ,2803500,24094,11781,2909,1624,282,6913,48,5,12313,3026,1692,304,7245,35,11
1812,Nordeste ,Sergipe ,Laranjeiras ,2803609,7344,3641,1735,153,140,1602,5,6,3703,1780,127,128,1658,5,5
1813,Nordeste ,Sergipe ,Macambira ,2803708,1711,828,93,123,10,602,0,0,883,85,132,13,652,0,1
1814,Nordeste ,Sergipe ,Malhada dos Bois ,2803807,1140,590,248,24,9,307,2,0,550,209,28,6,306,1,0
1815,Nordeste ,Sergipe ,Malhador ,2803906,3034,1464,563,97,12,790,0,2,1570,577,124,24,841,3,1
1816,Nordeste ,Sergipe ,Maruim ,2804003,4516,2267,425,172,105,1563,0,2,2249,474,191,113,1469,2,0
1817,Nordeste ,Sergipe ,Moita Bonita ,2804102,2665,1322,390,197,16,719,0,0,1343,396,199,7,741,0,0
1818,Nordeste ,Sergipe ,Monte Alegre de Sergipe ,2804201,3648,1805,483,288,32,999,2,1,1843,507,284,27,1023,1,1
1819,Nordeste ,Sergipe ,Muribeca ,2804300,2519,1289,479,101,22,685,2,0,1230,396,115,19,697,3,0
1820,Nordeste ,Sergipe ,Neópolis ,2804409,5200,2618,485,219,59,1826,23,6,2582,462,202,67,1828,21,2
1821,Nordeste ,Sergipe ,Nossa Senhora Aparecida ,2804458,2000,1008,166,233,7,602,0,0,992,171,182,3,635,1,0
1822,Nordeste ,Sergipe ,Nossa Senhora da Glória ,2804508,10651,5334,873,1236,62,3149,11,3,5317,808,1152,77,3262,14,4
1823,Nordeste ,Sergipe ,Nossa Senhora das Dores ,2804607,7171,3595,866,282,43,2394,6,4,3576,883,237,39,2411,3,3
1824,Nordeste ,Sergipe ,Nossa Senhora de Lourdes ,2804706,1692,814,276,130,19,375,14,0,878,327,115,18,411,7,0
1825,Nordeste ,Sergipe ,Nossa Senhora do Socorro ,2804805,42195,20616,9988,1474,672,8333,104,45,21579,10495,1482,713,8700,138,51
1826,Nordeste ,Sergipe ,Pacatuba ,2804904,3600,1704,496,106,19,1073,9,1,1896,526,127,31,1204,7,1
1827,Nordeste ,Sergipe ,Pedra Mole ,2805000,680,339,9,18,0,312,0,0,341,8,23,4,306,0,0
1828,Nordeste ,Sergipe ,Pedrinhas ,2805109,3120,1543,599,104,36,799,3,2,1577,635,110,35,793,4,0
1829,Nordeste ,Sergipe ,Pinhão ,2805208,1432,715,132,45,12,526,0,0,717,151,38,11,517,0,0
1830,Nordeste ,Sergipe ,Pirambu ,2805307,2477,1221,173,131,17,899,1,0,1256,173,145,14,923,1,0
1831,Nordeste ,Sergipe ,Poço Redondo ,2805406,7750,3772,3017,115,23,603,7,7,3978,3276,109,28,556,3,6
1832,Nordeste ,Sergipe ,Poço Verde ,2805505,4942,2448,112,648,20,1662,5,1,2494,118,665,24,1685,1,1
1833,Nordeste ,Sergipe ,Porto da Folha ,2805604,7151,3457,2153,339,60,847,7,51,3694,2279,351,63,947,10,44
1834,Nordeste ,Sergipe ,Propriá ,2805703,7270,3564,808,491,54,2176,27,8,3706,829,451,67,2335,18,6
1835,Nordeste ,Sergipe ,Riachão do Dantas ,2805802,4771,2280,132,131,54,1961,1,1,2491,140,116,64,2167,4,0
1836,Nordeste ,Sergipe ,Riachuelo ,2805901,2839,1418,132,90,85,1103,6,2,1421,103,110,96,1103,6,3
1837,Nordeste ,Sergipe ,Ribeirópolis ,2806008,3668,1796,266,379,21,1129,1,0,1872,246,366,19,1241,0,0
1838,Nordeste ,Sergipe ,Rosário do Catete ,2806107,2747,1334,283,96,43,908,3,1,1413,289,93,46,981,3,1
1839,Nordeste ,Sergipe ,Salgado ,2806206,4792,2327,501,163,60,1599,4,0,2465,557,139,55,1708,6,0
1840,Nordeste ,Sergipe ,Santa Luzia do Itanhy ,2806305,4245,2094,1031,38,88,930,6,1,2151,1106,48,97,893,6,1
1841,Nordeste ,Sergipe ,Santa Rosa de Lima ,2806503,1110,521,61,64,56,338,2,0,589,63,69,53,397,5,2
1842,Nordeste ,Sergipe ,Santana do São Francisco ,2806404,2132,1137,319,89,29,700,0,0,995,268,76,46,603,1,1
1843,Nordeste ,Sergipe ,Santo Amaro das Brotas ,2806602,3147,1559,852,71,29,602,4,1,1588,867,77,45,592,6,1
1844,Nordeste ,Sergipe ,São Cristóvão ,2806701,20054,9769,2351,874,526,5902,101,15,10285,2363,906,605,6298,106,7
1845,Nordeste ,Sergipe ,São Domingos ,2806800,2520,1281,39,215,15,1011,1,0,1239,36,163,9,1031,0,0
1846,Nordeste ,Sergipe ,São Francisco ,2806909,804,436,240,22,7,166,1,0,368,209,25,11,121,1,1
1847,Nordeste ,Sergipe ,São Miguel do Aleixo ,2807006,699,348,71,41,3,233,0,0,351,46,46,3,256,0,0
1848,Nordeste ,Sergipe ,Simão Dias ,2807105,10570,5292,629,985,147,3519,9,3,5278,533,897,142,3701,2,3
1849,Nordeste ,Sergipe ,Siriri ,2807204,1836,892,110,136,25,606,12,3,944,105,151,35,632,17,4
1850,Nordeste ,Sergipe ,Telha ,2807303,722,354,21,61,19,251,2,0,368,15,59,25,267,1,1
1851,Nordeste ,Sergipe ,Tobias Barreto ,2807402,11726,5801,1767,796,84,3136,16,2,5925,1847,759,74,3228,6,11
1852,Nordeste ,Sergipe ,Tomar do Geru ,2807501,3028,1507,273,224,24,979,3,4,1521,268,231,27,990,5,0
1853,Nordeste ,Sergipe ,Umbaúba ,2807600,7322,3775,750,379,118,2486,42,0,3547,669,329,105,2421,22,1
1854,Nordeste ,Bahia ,  , ,3444550,1686303,631468,150834,137310,752243,6850,7598,1758247,665118,151952,145665,780976,6814,7722
1855,Nordeste ,Bahia ,Abaíra ,2900108,1271,607,104,132,43,327,1,0,664,93,162,45,363,0,1
1856,Nordeste ,Bahia ,Abaré ,2900207,4735,2321,1723,28,13,452,2,103,2414,1809,26,6,470,3,100
1857,Nordeste ,Bahia ,Acajutiba ,2900306,3867,1853,330,64,79,1377,3,0,2014,289,74,74,1574,3,0
1858,Nordeste ,Bahia ,Adustina ,2900355,3334,1655,300,185,22,1145,3,0,1679,294,223,19,1138,4,1
1859,Nordeste ,Bahia ,Água Fria ,2900405,3525,1722,427,45,301,941,6,2,1803,438,64,344,950,6,1
1860,Nordeste ,Bahia ,Aiquara ,2900603,1559,783,336,34,47,362,4,0,776,331,22,51,371,0,1
1861,Nordeste ,Bahia ,Alagoinhas ,2900702,36870,18687,7094,1426,2069,8005,71,22,18183,7095,1374,2178,7454,70,12
1862,Nordeste ,Bahia ,Alcobaça ,2900801,6169,3035,1708,131,240,940,10,6,3134,1860,124,218,913,8,11
1863,Nordeste ,Bahia ,Almadina ,2900900,1234,586,231,65,27,260,3,0,648,240,71,42,291,4,0
1864,Nordeste ,Bahia ,Amargosa ,2901007,9354,4548,1174,452,734,2171,13,4,4806,1277,502,756,2256,10,5
1865,Nordeste ,Bahia ,Amélia Rodrigues ,2901106,5580,2830,1835,32,272,683,7,1,2750,1790,33,279,641,4,3
1866,Nordeste ,Bahia ,América Dourada ,2901155,4174,2012,391,187,191,1237,5,1,2162,461,217,188,1291,4,1
1867,Nordeste ,Bahia ,Anagé ,2901205,4579,2239,1221,408,39,565,4,2,2340,1294,386,28,628,2,2
